timestamp,latitude,longitude,speed,latency
2023-08-03 01:00:14,83.834049,19.048920000000003,0.11,0
2023-08-03 01:00:16,83.834051,19.048925,0.11,2.0
2023-08-03 01:00:17,83.834051,19.048928,0.17,1.0
2023-08-03 01:00:18,83.834052,19.048930000000002,0.17,1.0
2023-08-03 01:00:19,83.834052,19.048933,0.17,1.0
2023-08-03 01:00:20,83.834052,19.048936,0.19,1.0
2023-08-03 01:00:21,83.834053,19.048939,0.11,1.0
2023-08-03 01:00:23,83.834054,19.048945,0.09,2.0
2023-08-03 01:00:25,83.834054,19.04895,0.11,2.0
2023-08-03 01:00:26,0.0,19.04895,0.11,1.0
2023-08-03 01:00:27,83.834054,19.048955,0.11,1.0
2023-08-03 01:00:28,83.834054,19.048957,0.24,1.0
2023-08-03 01:00:29,83.834054,19.048959,0.46,1.0
2023-08-03 01:00:31,83.834053,19.048961000000002,0.37,2.0
2023-08-03 01:00:32,83.834052,19.048963,0.37,1.0
2023-08-03 01:00:33,83.834052,19.048965000000003,0.46,1.0
2023-08-03 01:00:34,83.834052,19.048966,0.15,1.0
2023-08-03 01:00:36,83.834052,19.048969,0.06,2.0
2023-08-03 01:00:37,83.834052,19.04897,0.15,1.0
2023-08-03 01:00:39,83.834053,19.048974,0.17,2.0
2023-08-03 01:00:40,83.834054,19.048976,0.11,1.0
2023-08-03 01:00:42,83.834054,19.048977,0.11,2.0
2023-08-03 01:00:44,83.834054,19.048977,0.15,2.0
2023-08-03 01:00:45,83.834054,19.048977,0.15,1.0
2023-08-03 01:00:46,83.834053,19.048977,0.15,1.0
2023-08-03 01:00:47,83.834053,19.048977,0.04,1.0
2023-08-03 01:00:48,83.834053,19.048977,0.04,1.0
2023-08-03 01:00:49,83.834053,19.048977,0.11,1.0
2023-08-03 01:00:50,83.834053,19.048977,0.28,1.0
2023-08-03 01:00:52,83.834053,19.048976,0.11,2.0
2023-08-03 01:00:53,83.834053,19.048976,0.46,1.0
2023-08-03 01:00:55,83.834051,19.048975000000002,0.19,2.0
2023-08-03 01:00:56,83.83405,19.048975000000002,0.19,1.0
