timestamp,latitude,longitude,speed,latency
2023-08-14 01:51:21,83.834689,19.04925,0.20,0
2023-08-14 01:51:22,83.834689,19.04925,0.44,1.0
2023-08-14 01:51:24,83.83469,19.049249,0.11,2.0
2023-08-14 01:51:25,83.834691,19.049247,0.72,1.0
2023-08-14 01:51:26,83.834691,19.049245000000003,0.67,1.0
2023-08-14 01:51:28,83.834692,19.04924,0.31,2.0
2023-08-14 01:51:29,83.834692,19.049238000000003,0.31,1.0
2023-08-14 01:51:30,83.834693,19.049236,0.65,1.0
2023-08-14 01:51:31,83.834693,19.049234000000002,0.15,1.0
2023-08-14 01:51:33,83.834692,19.049231000000002,0.09,2.0
2023-08-14 01:51:34,83.834692,19.04923,0.28,1.0
2023-08-14 01:51:36,83.83469,19.049228,0.07,2.0
2023-08-14 01:51:38,83.83469,19.049225,0.11,2.0
2023-08-14 01:51:39,83.834689,19.049224000000002,0.11,1.0
2023-08-14 01:51:41,83.834689,19.049222,0.44,2.0
2023-08-14 01:51:42,83.834689,19.049221000000003,0.19,1.0
2023-08-14 01:51:44,83.834687,19.049221000000003,0.26,2.0
2023-08-14 01:51:45,83.834686,19.049222,0.26,1.0
2023-08-14 01:51:46,83.834686,19.049223,0.30,1.0
2023-08-14 01:51:47,83.834685,19.049223,0.19,1.0
2023-08-14 01:51:48,83.834684,19.049224000000002,0.19,1.0
2023-08-14 01:51:50,83.834681,19.049228,0.20,2.0
2023-08-14 01:51:51,83.83468,19.049229,0.13,1.0
2023-08-14 01:51:52,83.834679,19.049231000000002,0.46,1.0
2023-08-14 01:51:53,83.834678,19.049233,0.22,1.0
2023-08-14 01:51:55,83.834676,19.049237,0.06,2.0
2023-08-14 01:51:56,83.834676,19.049239,0.06,1.0
2023-08-14 01:51:57,83.834675,19.04924,0.06,1.0
2023-08-14 01:51:58,83.834675,19.049242,0.06,1.0
2023-08-14 01:51:59,83.834673,19.049244,0.06,1.0
2023-08-14 01:52:00,83.834672,19.049246,0.11,1.0
2023-08-14 01:52:01,83.834672,19.049247,0.28,1.0
2023-08-14 01:52:03,83.834671,19.049248000000002,0.07,2.0
2023-08-14 01:52:05,83.834671,19.049248000000002,0.37,2.0
2023-08-14 01:52:07,83.834671,19.049249,0.37,2.0
2023-08-14 01:52:08,83.834669,19.049249,0.06,1.0
2023-08-14 01:52:09,83.834669,19.049249,0.06,1.0
2023-08-14 01:52:10,83.834668,19.049249,0.06,1.0
2023-08-14 01:52:11,83.834667,19.04925,0.11,1.0
2023-08-14 01:52:12,83.834666,19.04925,0.17,1.0
2023-08-14 01:52:13,83.834665,19.049249,0.17,1.0
2023-08-14 01:52:15,83.834663,19.049249,0.31,2.0
2023-08-14 01:52:16,83.834662,19.04925,0.31,1.0
2023-08-14 01:52:19,83.83466,19.049248000000002,0.06,3.0
2023-08-14 01:52:20,83.83466,19.049247,0.07,1.0
2023-08-14 01:52:21,83.834659,19.049246,0.17,1.0
2023-08-14 01:52:23,83.834659,19.049244,0.15,2.0
2023-08-14 01:52:24,83.834658,19.049245000000003,0.35,1.0
2023-08-14 01:52:25,83.834657,19.049244,0.06,1.0
2023-08-14 01:52:26,83.834656,19.049244,0.07,1.0
2023-08-14 01:52:28,83.834656,19.049243,0.13,2.0
2023-08-14 01:52:29,83.834655,19.049241000000002,0.13,1.0
2023-08-14 01:52:30,83.834655,19.04924,0.20,1.0
2023-08-14 01:52:31,83.834654,19.049239,0.07,1.0
2023-08-14 01:52:32,83.834654,19.049237,0.07,1.0
2023-08-14 01:52:33,83.834653,19.049237,0.07,1.0
2023-08-14 01:52:34,83.834653,19.049236,0.19,1.0
2023-08-14 01:52:36,83.834651,19.049234000000002,0.15,2.0
2023-08-14 01:52:38,83.83465,19.049233,0.04,2.0
2023-08-14 01:52:39,83.834649,19.049232,0.04,1.0
2023-08-14 01:52:40,83.834648,19.049231000000002,0.04,1.0
2023-08-14 01:52:41,83.834648,19.049231000000002,0.26,1.0
2023-08-14 01:52:42,83.834647,19.049231000000002,0.04,1.0
2023-08-14 01:52:44,83.834647,19.049228,0.22,2.0
2023-08-14 01:52:45,83.834647,19.049226,0.09,1.0
2023-08-14 01:52:46,83.834647,19.049226,0.09,1.0
2023-08-14 01:52:47,83.834647,19.049225,0.07,1.0
2023-08-14 01:52:48,83.834647,19.049224000000002,0.20,1.0
2023-08-14 01:52:49,83.834647,19.049223,0.20,1.0
2023-08-14 01:52:51,83.834648,19.049223,0.07,2.0
2023-08-14 01:52:53,83.834649,19.049222,0.07,2.0
2023-08-14 01:52:54,83.834649,19.049222,0.09,1.0
2023-08-14 01:52:56,83.834649,19.049222,0.13,2.0
2023-08-14 01:52:57,83.834649,19.049222,0.13,1.0
2023-08-14 01:52:58,83.83465,19.049222,0.06,1.0
2023-08-14 01:52:59,83.83465,19.049223,0.11,1.0
2023-08-14 01:53:01,83.83465,19.049223,0.19,2.0
2023-08-14 01:53:02,83.834651,19.049224000000002,0.19,1.0
2023-08-14 01:53:04,83.834651,19.049226,0.19,2.0
2023-08-14 01:53:05,83.834652,19.049227000000002,0.13,1.0
2023-08-14 01:53:07,83.834653,19.049227000000002,0.19,2.0
2023-08-14 01:53:08,83.834653,19.049229,0.22,1.0
2023-08-14 01:53:09,83.834654,19.04923,0.22,1.0
2023-08-14 01:53:11,83.834655,19.049233,0.06,2.0
2023-08-14 01:53:12,83.834655,19.049235,0.11,1.0
2023-08-14 01:53:13,83.834656,19.049238000000003,0.11,1.0
2023-08-14 01:53:14,83.834656,19.04924,0.35,1.0
2023-08-14 01:53:15,83.834656,19.049244,0.15,1.0
2023-08-14 01:53:17,83.834657,19.049248000000002,0.20,2.0
2023-08-14 01:53:18,83.834657,19.049251,0.09,1.0
2023-08-14 01:53:19,83.834658,19.049253,0.39,1.0
2023-08-14 01:53:21,83.834659,19.049257,0.17,2.0
2023-08-14 01:53:22,83.834659,19.049257,0.26,1.0
2023-08-14 01:53:24,83.83466,19.049258000000002,0.33,2.0
2023-08-14 01:53:25,83.834661,19.049258000000002,0.33,1.0
2023-08-14 01:53:27,83.834661,19.049259000000003,0.15,2.0
2023-08-14 01:53:28,83.834661,19.04926,0.39,1.0
2023-08-14 01:53:29,83.83466,19.04926,0.39,1.0
2023-08-14 01:53:31,83.834659,19.04926,0.06,2.0
2023-08-14 01:53:32,83.834659,19.04926,0.13,1.0
