timestamp,latitude,longitude,speed,latency
2023-08-19 06:22:46,83.814302,19.070586000000002,27.87,12.0
2023-08-19 06:45:21,83.813787,19.071038,28.28,65.0
2023-08-19 07:20:42,83.81371,19.071114,30.69,65.0
2023-08-19 09:03:09,83.809149,19.074864,0.07,12.0
2023-08-19 10:28:40,83.834703,19.048908,0.19,13.0
2023-08-19 12:45:15,83.80987,19.072215,9.69,11.0
2023-08-19 14:21:23,83.814354,19.070647,39.23,65.0
2023-08-19 14:24:34,83.808265,19.076014,1.31,29.0
2023-08-19 14:32:01,83.808074,19.077089,0.46,20.0
2023-08-19 19:11:45,83.813278,19.071251,0.52,68.0
2023-08-19 19:13:40,83.813476,19.071206,3.94,64.0
2023-08-19 19:42:54,83.813567,19.071141,17.85,65.0
