timestamp,latitude,longitude,speed,latency
2023-09-19 08:25:41,83.819384,19.065032000000002,25.8,13.0
2023-09-19 09:12:54,83.81989,19.064448000000002,45.99,12.0
2023-09-19 10:55:05,83.816105,19.068615,0.15,11.0
2023-09-19 11:05:22,83.834054,19.04906,0.44,20.0
2023-09-19 11:08:51,83.833219,19.048494,10.83,16.0
2023-09-19 13:11:45,83.811927,19.071612000000002,25.82,11.0
2023-09-19 13:13:02,83.809405,19.073402,15.61,12.0
2023-09-19 13:40:12,83.809045,19.075133,8.63,14.0
2023-09-19 13:55:17,83.834065,19.049046,0.33,53.0
2023-09-19 14:14:22,83.834073,19.049019,0.76,29.0
2023-09-19 18:00:27,83.810198,19.072056,14.74,12.0
2023-09-19 20:42:45,83.834773,19.049298,0.13,14.0
